name,district,Province Project,province,type,lat,long,gender,startDate,Start Date,startYear,peakImpYear,status,bricks,houses,2016,2017,2018,2019,2020,2021,Schools,co2,jobsProduction,jobsConstruction,jobs,Last updated,Description
Yam Bahadur Rokka,Dang Deokhuri,Province 5,Lumbini Province,Entrepreneur,28.0587625,82.4861053,Male,May.19,01.05.19,2019,2020,Struggling,25000,10,,,,,5,5,,75.75,,4,4,2/24/2021,"Yam Bahadur Rokka is running a clothing shop and after seeing our videos on Facebook got inspired to start a CSEB enterprise. He says that he wants to do something new, that can also create employment opportunities in his area."
Parbat Rana,Gorkha,Province 4 - Gandaki,Gandaki Province,DAG - Disadvantaged Groups,27.987822,84.62286253,Male,Dec.17,01.12.17,2017,2018,Closed / Sold,78000,31,,,31,,,,,236.34,,8,8,2/24/2021,
Khem Bahadur Gurung,Gorkha,Province 4 - Gandaki,Gandaki Province,Returning Migrant,28.05061794,84.81092495,Male,Apr.18,01.04.18,2018,2019,Closed / Sold,7080,3,,,,3,,,,21.4524,0,1,1,2/24/2021,"Khem came back from foreign employment and started this enterprise. After just 5 months, he decided to go back to Qatar and handed the enterprise to a youth group in the village. However this group have not been serious about the business. "
Ishwori Lamsal,Dhading,Province 3 - Bagmati,Bagmati Province,Returning Migrant,27.98041476,84.8859394,Male,Dec.17,01.12.17,2017,2018,Closed / Sold,39000,16,,,16,,,,3,118.17,0,5,5,2/28/2021,Ishwori is a construction contractor. He got interested in CSEB technology due to the low cost. His enterprise was doing well during the reconstruction and built several schools but since his village was rebuild he stopped construction.
Pancharaj Gurung,Kaski,Province 4 - Gandaki,Gandaki Province,Youth Entrepreneur,28.2121547,83.98694069,Male,Jun.17,01.06.17,2017,2018,Struggling,45000,18,,,4.5,4.5,4.5,4.5,,136.35,0,4,4,2/24/2021,Pancharaj Gurung and his Brother started running this and did very well in the beginning. Pancha was responsible for the marketing and Hem was running the operations.  However after Pancha's wife got a job in France and he wet abroad and Hem decided to open a bakery and have sold the CSEB enterprise. 
Ram KC,Rukum,Province 5,Lumbini Province,Entrepreneur,28.59808146,82.55928665,Male,Feb.18,01.02.18,2018,2019,Closed / Sold,30000,12,,,,12,,,3,90.9,0,4,4,2/22/2021,Ram KC was a social worker who invested in the business in the hope that production can be done using local resources creating local job opportunities. His enterprise was severely flooded and he was unable to recover and is now closed.
Deepak Adai,Baglung,Province 4 - Gandaki,Gandaki Province,Entrepreneur,28.3319009,83.1602101,Male,Dec.17,01.12.17,2017,2018,Closed / Sold,20000,8,,,8,,,,,60.6,,2,2,2/25/2021,Deepak was already working in construction sector and decided to add this machine to start his own enterprise. 
Pradeep Khakurel,Ramechhap,Province 3 - Bagmati,Bagmati Province,Entrepreneur,27.3885665,86.0631561,Male,Dec.17,01.12.17,2017,2018,Closed / Sold,40000,16,,,16,,,,,121.2,,4,4,2/24/2021,Pradip is an engineer working in construction field. He learned about this technology after the massive earthquake and started working to rebuild his village. 
Binod Pahari,Kavrepalanchok,Province 3 - Bagmati,Bagmati Province,Entrepreneur,27.6410024,85.7096704,Male,Mar.18,01.03.18,2018,2019,Running,40000,16,,,,5,5,5,,121.2,8,4,12,2/26/2021,Binod was working in construction and got an opportunity to rebuild a whole village with eco-friendly bricks. He is a driven entrepreneur and good as seizing new opportunities. Now that the first village is rebuilt he has moved the machine to another location.
Pramod Joshi,Makwanpur,Province 3 - Bagmati,Bagmati Province,Entrepreneur,27.6270943,85.0856761,Male,May.19,01.05.19,2019,2020,Running,9800,4,,,,,2,2,,29.694,0,2,2,03.03.21,
Nishant Malla,Chitwan,Province 3 - Bagmati,Bagmati Province,Entrepreneur,27.7576172,84.4737018,Male,Nov.19,01.11.19,2019,2020,Running,10200,4,,,,,2,2,,30.906,0,2,2,03.04.21,
Narayan Acharya,Lalitpur,Province 3 - Bagmati,Bagmati Province,Entrepreneur,27.60369223,85.37010242,Male,Jun.18,01.06.18,2018,2019,Running,4500,2,,,,1,1,1,,13.635,1,1,2,03.04.21,
Niruta Dudhraj B.K.,Dhading,Province 3 - Bagmati,Bagmati Province,Female Entrepreneur,27.79173406,84.80232717,Female,Feb.18,01.02.18,2018,2019,Struggling,60000,24,,,,8,8,8,,181.8,6,6,12,03.01.21,Niruta is a dynamic women entrepreneur with a background in agriculture. She started CSEB enterprise in 2018 with a view to support her husband who was working in Dubai at the time. She and her partner Amrit did very well to supply to the demand of reconstruction in her village. Now after reconstruction demand is a bit less and they are running the enterprise part time 
Dhan Bahadur Buda,Bajura,Province 7 - Sudurpashchim,Sudurpashchim Province,Entrepreneur,29.35680671,81.31101056,Male,Jul.18,01.07.18,2018,2019,Running,85000,34,,,,11,11,11,,257.55,9,11,20,2/21/2021,Dhan Bahadur Buda was the first one to establish in Bajura district and did really well initially. Unfortunately he passed away in 2020 leaving his factory in the able hands of his friends who is supporting Dhan's family in running the business
Santosh Gautam,Taplejung,Province 1,Province No. 1,Entrepreneur,27.33724806,87.72325146,Male,Jul.18,01.07.18,2018,2019,Running,14000,6,,,,2,2,2,1,42.42,6,3,9,2/25/2021,"Santosh heard about CSEB from his friend and together they visited Build up Nepal  to learn more knowledge about this technology. Initially he struggled a lot to get approval from the local government and then COVID lockdown, but are now doing well."
Akshay Angbuhang,Taplejung,Province 1,Province No. 1,Entrepreneur,27.34494854,87.67261136,Male,Aug.18,01.08.18,2018,2019,Running,20000,8,,,,3,3,3,,60.6,5,3,8,2/21/2021,"Akshay is a respected politician and a businessman who wanted to introduce eco friendly technology in local governement. He was running a hotel, school and Grocery center before starting this business"
Sapana Thapa,Lamjung,Province 4 - Gandaki,Gandaki Province,Female Entrepreneur,28.2765491,84.3542049,Female,Feb.19,01.02.19,2019,2020,Running,85000,34,,,,,17,17,,257.55,6,13,19,2/25/2021,Sapna Thapa is a strong independent women who lost her parents at the age of 13. She is working with her business partner Binod Maharjan and is focusing on the need for low cost housing in the area. She is also supporting her siblings education and other expenses. She has a long-term plan to construct homestays with this CSEB once her siblings have completed their education.
Parbati Sunar,Dhading,Province 3 - Bagmati,Bagmati Province,Female Entrepreneur,27.8033266,84.7508043,Female,Jan.18,01.01.18,2018,2019,Struggling,150000,60,,,,20,20,20,,454.5,,15,15,03.01.21,
Bikash Khatiwada,Kathmandu,Province 3 - Bagmati,Bagmati Province,Youth Entrepreneur,27.6903167,85.2204851,Male,Feb.19,01.02.19,2019,2020,Running,230000,92,,,,,46,46,,696.9,6,34,40,03.01.21,"Bikas and his 3 friends started this CSEB enterprise after seeing the demand surge after the earthquake in 2015. They waited for the reconstruction authority to approve the bricks and took advantage of a growing market. They were one of the first commercial entrepreneurs to use CSEB in a Public buildings.<br />
"
Badri Bahadur Dhakal,Tanahu,Province 4 - Gandaki,Gandaki Province,Returning Migrant,28.0112975,84.4277703,Male,Dec.18,01.12.18,2018,2019,Running,60000,24,,,,8,8,8,,181.8,1,10,11,2/25/2021,"Badri Dhakal and his father were already in construction business and decided to start their own CSEB production. Badri after 3 years in Saudi Arabia, returned back and started helping his father with his business and expanded rapidly after earthquake."
Bhuvan Kumari Rupakheti,Dhading,Province 3 - Bagmati,Bagmati Province,Female Entrepreneur,27.7705142,84.8463673,Female,Feb.19,01.02.19,2019,2020,Running,10600,4,,,,,2,2,,32.118,,2,2,03.03.21,"Bhuvan kumari was looking after the household responsibilities before starting this business. Bhuvan and her husband Pramod spoke about this business and decided that this can be managed alongside the regular household work. After starting, the enterprise did not perform well as the marketing for the product lacked. Bhuvan's husband, Pramod also started promoting these bricks and soon started supporting Bhuvan full time in the business. Together they make a strong team.<br />
"
Birendra khadka,Achham,Province 7 - Sudurpashchim,Sudurpashchim Province,Entrepreneur,29.03932174,81.25626067,Male,Jun.19,01.06.19,2019,2020,Closed / Sold,1700,1,,,,,1,,,5.151,,,0,2/27/2021,"Birendra Khadka was working as an engineer who invested in the machine after getting some good feedback from the clients. He has shut down after COVID lockdown and unable to recover has gone back to work as a ward engineer.<br />
"
Basanta Kumar Rai,Okhaldhunga,Province 1,Province No. 1,Youth Entrepreneur,27.3618654,86.3782198,Male,Apr.19,01.04.19,2019,2020,Running,30000,12,,,,,6,6,,90.9,6,7,13,2/21/2021,Basanta was working as a farmer and after that went to Malaysia for 5 years before returning with a view to start his own enterprise. He partnered with his childhood friend and together they started this business.
Bal Bdr Gurung,Manang,Province 4 - Gandaki,Gandaki Province,Entrepreneur,28.666667,84.016667,Male,Sep.19,01.09.19,2019,2020,Running,22000,9,,,,,4.5,4.5,,66.66,6,7,13,2/22/2021,"Bal  Bahadur Gurung was a hotel owner and wanted to diversify to construction sector. After watching our videos on YouTube, he contacted Build up Nepal and immediately booked a machine. His enterprise got good response was given by the government and as well as it is able to create job opportunities locally.<br />
"
Rit Bahadur Thakuri,Sindhuli,Province 3 - Bagmati,Bagmati Province,Entrepreneur,26.9713287,86.2666463,Male,Jun.19,01.06.19,2019,2020,Running,9300,4,,,,,2,2,,28.179,1,2,3,03.03.21,"Rit Bahadur khatri started the business with an intent to hand it over to his son Sagar in the future. Sagar is working as a teacher while also operating the business. They plan to expand the business and add other construction materials like tiles, marbles as well.<br />
"
Narayan Timilsina,Kailali,Province 7 - Sudurpashchim,Sudurpashchim Province,Entrepreneur,28.831355,80.8986502,Male,May.19,01.05.19,2020,2021,Running,150000,60,,,,,,60,,454.5,5,26,31,2/21/2021,"Narayan Timilsina was producing Fabrics and exporting. Narayan came to know about the CSEB business from his friends and after searching on YouTube, contacted Build Up Nepal and established the factory. He says because the financial risk was so low, he was motivated to start this business without having any prior knowledge in construction sector."
Siddhant Fauzdar,Nawalparasi,Province 5,Lumbini Province,Entrepreneur,27.63290322,83.7173508,Male,Sep.19,01.09.19,2019,2020,Struggling,8000,3,,,,,1.5,1.5,1,24.24,0,2,2,2/25/2021,"Siddhant Fauzdar, 34 returned from Qatar in 2014 and started a stationary business in Bardaghat and after investing his profit in a land nearby, he was advised by his friend to start an Interlocking brick factory. Because he was alone and his wife being in a full time job at a bank, he has not been able to fully focus on this business. He still has stock for CSEBs and is planning to sell his company. He approached some of our other entrepreneurs in his local area and he is confident that he will be able to sell this business successfully in the coming days. "
Rita Shrestha,Kathmandu,Province 3 - Bagmati,Bagmati Province,Female Entrepreneur,27.6630019,85.2774207,Female,Jul.19,01.07.19,2019,2020,Running,7200,3,,,,,1.5,1.5,,21.816,1,1,2,03.03.21,"Hour construction owned by Rita Shrestha is a construction company. The CSEB enterprise is run by Jenis Maharjan, her brother and his friends. After initial hiccups, they decided to move their enterprise in Bara where the government Janata Aawas program for low-cost housing gave them a really good market."
Bishnu Bahadur Thapa,Baglung,Province 4 - Gandaki,Gandaki Province,Entrepreneur,28.27879318,83.58110002,Male,Aug.19,01.08.19,2019,2020,Running,35000,14,,,,,7,7,,106.05,10,7,17,2/27/2021,"Bishnu Thapa returned from Korea after consultation with friends, decided to start CSEB enterprise. He has a very big demand in the area and says the big advantage is that he can produce bricks with local materials and manpower."
Punam kumari Paudel,Chitwan,Province 3 - Bagmati,Bagmati Province,Female Entrepreneur,27.6722983,84.44034958,Female,Nov.19,01.11.19,2019,2020,Running,2000,1,,,,,0.5,0.5,,6.06,,,0,03.01.21,
Radha Khatri,Nawalparasi,Province 5,Lumbini Province,Husband wife,27.6271937,83.6454831,Male & Female,Nov.20,01.11.20,2020,2021,Running,4000,2,,,,,1,1,,12.12,7,1,8,2/26/2021,"Radha and her husband started this enterprise after seeing the demand for CSEB bricks rise in their area. They enquired about the business and with the help of social media, they reached Build up Nepal and decided to go ahead and start production.<br />
"
Bhim Kala Bhandari,Nawalparasi,Province 5,Lumbini Province,Husband wife,27.5596012,83.7497936,Male & Female,Sep.19,01.09.19,2019,2020,Running,140000,56,,,,,28,28,,424.2,8,30,38,2/25/2021,Bhim Kala Bhandari was a housewife and was taking care of four children when Husband Bishnu was away for foreign employment. After returning Bishnu started his own transport business. He consulted Bhim kala who was eager to start the enterprise and together they have created a very good market for CSEB in the area. Bishnu expresses content on the fact that this business has made him a business owner and given his wife a very good reason to indulge in business that can be operated along with household responsibilities.
Ram Bahadur Baniya,Bajura,Province 7 - Sudurpashchim,Sudurpashchim Province,Entrepreneur,29.35418837,81.31126805,Male,Jan.20,01.01.20,2020,2021,Running,30000,12,,,,,6,6,,90.9,9,8,17,2/21/2021,"Social worker and politician with very good influence in the district level. After learning about the advantages of CSEB interlocking bricks he decided to start his enterprise with the support from Build up Nepal. After a very good start, his enterprise was hit with flood that destroyed his machine, his stock and all the trained workers left. After almost 4 months, they have recovered well and are starting to produce again.<br />
"
Bijay Subba Sambahamphe,Terhathum,Province 1,Province No. 1,Entrepreneur,27.1508125,87.5989909,Male,Dec.19,01.12.19,2019,2020,Struggling,,,,,,,0,0,,0,0,0,0,2/21/2021,Bijay Subba using Interlocking bricks to make his own house got very inspired and decided to establish his own enterprise. He was running a construction company from before and is also active in politics in his area. 
Om kumari Chaudhary,Nawalparasi,Province 5,Lumbini Province,Husband wife,27.648641,84.1329595,Male & Female,Jul.20,01.07.20,2020,2021,Running,11000,4,,,,,2,2,,33.33,6,7,13,2/26/2021,"Om kumari Chaudhary is a farmer of 35 years old. She belongs in middle class family. She lives with mother in-law, husband and their two daughters. Om kumara wanted to start a new business in order to support her family and was looking for different opportunities. Finally she found CSEB technology which is expanding rapidly in Western part of Nepal."
Dr. Dharma Shrestha,Bardiya,Province 5,Lumbini Province,Entrepreneur,28.21716067,81.33323123,Male,Nov.20,01.11.20,2020,2021,Running,12000,5,,,,,2.5,2.5,,36.36,7,4,11,2/23/2021,"Medical Doctor by profession, Dr. Dharma Shrestha planned to open up a hospital in Jumla using CSEB. He has big plans to invest in the business and trading the locals to help complete his dream project in the area. Upon completion of his hospital, he plans to handover the machine to the locals who can then build their own houses and take the reconstruction forward."
Shankar Silwal,Dhading,Province 3 - Bagmati,Bagmati Province,Entrepreneur,27.8640398,84.8463673,Male,Mar.20,01.03.20,2020,2021,Running,105000,50,,,,,25,25,,318.15,5,8,13,2/27/2021,"CSEB is a very popular product in construction in Nalang area of Dhading. Inspired with the growth of the technology, Shankar silwal, 37 decided to invest in the CSEB business. <br />
 He hired trained staffs who knew how to build with these bricks and started taking big contracts from the local level. "
Ram Bahadur Rakaskoti,Baglung,Province 4 - Gandaki,Gandaki Province,Returning Migrant,28.2448313,83.2169857,Male,Sep.20,01.09.20,2020,2021,Running,10000,4,,,,,2,2,,30.3,8,3,11,2/22/2021,"Ram Raskoti is entrepreneur who belongs in middle class family. He already had shop in Khaular but wanted to start his new business to that he can support family with money. He was inspired with CSEB technology, which becoming popular Western part of Nepal and started his enterprise right after the COVID lockdown opened. "
Binod Lama,Humla,Province 6 - Karnali,Karnali Province,Entrepreneur,29.9862834,81.8333656,Male,Jun.20,01.06.20,2020,2021,Closed / Sold,,,,,,,,,,0,,,0,2/23/2021,"Binod was running a small hotel in Humla, a very remote area. After finding out from his friends about the low investment nature of the business, he decided to establish one unit in his backyard but because of the cost required to operate this, decided to stop production and focus on the hotel business.<br />
"
Arjun Bahadur Shrestha,Rukum,Province 5,Lumbini Province,Entrepreneur,28.60011614,82.54752784,Male,Oct.20,01.10.20,2020,2021,Running,3000,1,,,,,0.5,0.5,,9.09,6,1,7,03.01.21,"Arjun Shrestha, 41, before starting CSEB business was running a electric shop in the Rukum Headquarters. Before starting his own enterprise, he visited one of the entrepreneur who was running his enterprise in the same district. After getting a very positive feedback, Arjun decided to add CSEB machine. He is now producing CSEB in addition to his electric business. "
Daan Singh Karki,Baitadi,Province 7 - Sudurpashchim,Sudurpashchim Province,Entrepreneur,29.51633799,80.4676903,Male,Jul.20,01.07.20,2020,2021,Running,30000,12,,,,,6,6,10,90.9,6,17,23,2/21/2021,"Dan singh Karki is a teacher of college. He wants to create job for his villagers so that they can earn money in their own village. So he starts to search local base business. During his research, he found CSEB technology is environment friendly, affordable, earthquake resistance, easy workability, durability and can create local job for many villagers. His research also shows business of CSEB/Interlocking brick will be the best for him to create local job and earn money from it.<br />
"
Prabin Bista,Kanchanpur,Province 7 - Sudurpashchim,Sudurpashchim Province,Entrepreneur,28.68028763,80.35097451,Male,Oct.20,01.10.20,2020,2021,Running,5000,2,,,,,1,1,,15.15,5,2,7,2/23/2021,"Prabin Bista is a middle-class family person who is basically involved in farming and selling cash crops in village . Owing a huge amount of land he is more over involved in sugarcane industry. After learning about this technology, he was motivated enough to introduce this technology in this village.  He was interested in starting his own business in this technology.  He is very happy on this CSEB technology and motivated to start the new business.<br />
"
Hari Bahadur Bhandari,Nawalparasi,Province 5,Lumbini Province,Entrepreneur,27.7283893,84.3647199,Male,Sep.20,01.09.20,2020,2021,Running,20000,8,,,,,4,4,1,60.6,4,9,13,2/27/2021,Hari Bhandari has a ready mix concrete factory and were supplying concrete on bulk amount. After learning about the CSEB technology and He was interested in starting his own business in this technology. He is very happy on this CSEB technology and motivated to start the new business.
Suraj Shrestha,Tanahu,Province 4 - Gandaki,Gandaki Province,Entrepreneur,27.9170425,84.406761,Male,Aug.20,01.08.20,2020,2021,Running,5000,2,,,,,1,1,,15.15,5,2,7,2/27/2021,"Suraj Shrestha and Ghanshyam Shrestha, two brothers who invested in the business after successfully running block and crushers enterprise in Tanahun. Both of them together have a combined experience of over 45 years in construction business mostly as contractors. They now plan to use that experience to help make more money by using their own bricks in their construction works."
Radha Kumari Thapa,Bajhang,Province 7 - Sudurpashchim,Sudurpashchim Province,Female Entrepreneur,29.4499947,80.9801494,Female,Oct.20,01.10.20,2020,2021,Running,10500,4,,,,,2,2,,31.815,5,3,8,2/21/2021,"Radha is a young active lady involved in teaching profession. With a aim to have extra income and enhance the availability of building materials, she started CSEB factory in her village. Along with her husband Prakash who is involved in active politics are expanding their CSEB business through their own connection to promote the technology in their village."
Bishnu Acharaya,Dang Deokhuri,Province 5,Lumbini Province,Entrepreneur,27.9903597,82.3017728,Male,Aug.20,01.08.20,2020,2021,Running,2000,1,,,,,0.5,0.5,,6.06,6,1,7,2/23/2021,"Bishnu Acharya is a business man running different  business of land dealing and resorts. He and group  of friends have invested in a large area of land and have lots of structure to be made ni that area. For  that sole purpose and promoting a new technology  they have invested in the CSEB business which  promotes new technology and also provides jobs to  the local tharu people. Their initial plan is to build  with this technology in their own areas and promote it in the area as per the interest in local about the technology.<br />
"
Nir bahadur shrestha,Sarlahi,Province 2,Madhesh Province,Entrepreneur,27.001388,85.4839604,Male,Sep.20,01.09.20,2020,2021,Running,34000,14,,,,,7,7,,103.02,6,11,17,2/25/2021,"Nir Bahadur Shrestha, 43 is a ward member in one of the municipalities in Sarlahi. An entrepreneur from a rapidly growing city, Nir Bahadur Shrestha wanted to train his own people to make use of CSEB and the opportunity to use them in the government projects. Nir Bahadur Shrestha even though has no previous experience in the construction sector, with his experience as a social worker and entrepreneur is confident that he can yield good results from his investment in the coming days.<br />
"
Mahendra Tharu,Bardiya,Province 5,Lumbini Province,Entrepreneur,28.3102323,81.4278984,Male,Oct.20,01.10.20,2020,2021,Running,35000,14,,,,,7,7,1,106.05,5,12,17,2/23/2021,Mahendra Tharu is young and energetic entrepreneur. His main business was farming.  He belongs to a very backward community and decided that CSEB could help people in his area build houses that they could actually afford and give him a good source of income. 
Tek Bdr Kuwar,Gulmi,Province 5,Lumbini Province,Entrepreneur,27.9491733,83.4163226,Male,Sep.20,01.09.20,2020,2021,Running,9000,4,,,,,2,2,,27.27,5,3,8,2/24/2021,42 years old Tek Bahadur Kuwar is a driven entrepreneur from a middle class family. Tek Bahadur already had workshop and truck but wants to start his new business to that he can support family with money so he starts to work out on new business ideas. Finally he found CSEB technology which is expanding rapidly in his area.
Tara Prasad Pandey,Achham,Province 7 - Sudurpashchim,Sudurpashchim Province,Entrepreneur,29.1999482,81.2797779,Male,Sep.20,01.09.20,2020,2021,Running,2500,1,,,,,0.5,0.5,,7.575,4,1,5,2/23/2021,Ganesh Saud and Tara Pd Pandey togther have established Target ’TG’ Block Udhyog. Ganesh Saud had stayed in japan working there but after the COVID Pandemic he returned to village and wanted to do something for his village and for his community. His partner Tara pd. Pandey is a Sub Engineer working in DLPIU as a technical person. He was already familiar with the technology and they came together to start their CSEB business.
Bhim Saud,Achham,Province 7 - Sudurpashchim,Sudurpashchim Province,Youth Entrepreneur,29.23,81.46,Male,Sep.20,01.09.20,2020,2021,Running,20000,8,,,,,4,4,1,60.6,7,11,18,2/27/2021,Bhim Saud and Surat Saud are both working for the ward offices and after applying successfully in a local level support program to invest in their enterprise were able to start their enterprise in Accham. Both of them are very well connected and are confident that they can make their business work by engaging more in the government projects. They plan to take up construction contracts after they have learned everything about CSEB
Navaraj Acharaya,Chitwan,Province 3 - Bagmati,Bagmati Province,Entrepreneur,27.6694276,84.3793197,Male,Sep.20,01.09.20,2020,2021,Running,8000,3,,,,,1.5,1.5,,24.24,5,3,8,2/27/2021,"Navraj Acharya, 49 is a migrant returnee who was running his own wood crafting enterprise in Chitwan when he came across our Build up Nepal. He alread the land and a team ready to get trained, and decided to add a brick making machine and started the business right after the COVID lockdown was opened."
Tek Bahadur Bista,Dadeldhura,Province 7 - Sudurpashchim,Sudurpashchim Province,Entrepreneur,29.3087981,80.5910567,Male,Sep.20,01.09.20,2020,2021,Running,20000,8,,,,,4,4,,60.6,6,6,12,2/21/2021,"Tek Bahadur Bista is an Engineer turned Entrepreneur who have established Betal Concrete Udhyog in his area. He had been running his consulting firm and stayed in Mahendranagar for a long time, but after the COVID Pandemic he returned to Dadeldhura to startup a business. As an engineer he was already familiar with the CSEB technology and happy to start an enterprise in his home town. "
Toya Raj Thakare,Darchula,Province 7 - Sudurpashchim,Sudurpashchim Province,Youth Entrepreneur,29.8075253,80.8758005,Male,Sep.20,01.09.20,2020,2021,Running,5000,2,,,,,1,1,,15.15,4,2,6,2/21/2021,Toya Raj Thakare is young and energetic entrepreneur. He is belongs to the backward tribal community. He used to work as a farmer and a health worker in the local health post. He got inspired after seeing some houses built by CSEB that looked really great and realized this technology had big scope in his area.
Bijaya laxmi Shrestha,Banke,Province 5,Lumbini Province,Entrepreneur,28.0533918,81.6150337,Male,Oct.20,01.10.20,2020,2021,Running,20000,8,,,,,4,4,,60.6,,6,6,03.01.21,"Bijaya is a driven woman entrepreneur who previously worked as accountant and teacher. She decided to start her own business together with her husband. Bijaya got convinced with the interlocking brick and planned to start her enterprise in Nepalgunj. Her target customers are the poor and needy people living in temporary shelters in suburban areas around the city. Her husband has been working in advertising business, so she has good concept of business and planning to include government buildings, urban houses along with the rural construction works."
Bijay Upreti,Jhapa,Province 1,Province No. 1,Returning Migrant,26.7196561,88.0487831,Male,Sep.20,01.09.20,2020,2021,Running,13000,5,,,,,2.5,2.5,,39.39,6,4,10,03.01.21,"Bijaya Upreti is young and smart entrepreneur. He used to work as a journalist for a local newspaper and YouTube channel in Birtamod,Nepal. He decided to start his CSEB business after seeing the success of other entrepreneur's in a nearby location."
Mani Ram Dhami,Kailali,Province 7 - Sudurpashchim,Sudurpashchim Province,Entrepreneur,28.83556563,80.90594581,Male,Oct.20,01.10.20,2020,2021,Running,25000,10,,,,,5,5,,75.75,6,8,14,2/21/2021,"Maniram dhami is a teacher in local private school. He established the CSEB factory with a motive to create employment for his brothers, who returned from gulf country and produce good quality bricks locally. As he is involved in teaching with a lot of local connections he has been really good at convincing the people in his area to start building with CSEB."
Dipak Bikram Ghorasaini,Sindhupalchok,Province 3 - Bagmati,Bagmati Province,Entrepreneur,27.76,85.58,Male,Feb.21,01.02.21,2021,2021,Running,,,,,,,,,,0,4,,4,2/27/2021,"Dipak, 49 and his son Pratish, 27 was running a stone crushing and hollow concrete block business. They saw really good demand for CSEB interlocking bricks and thought it has the potential to replace fired bricks. They have a very good government advocacy to back their business. Dipak jee is also a very well respected humanitarian in the area."
Dipendra Chaulagain,Kailali,Province 7 - Sudurpashchim,Sudurpashchim Province,Youth Entrepreneur,28.6480468,80.639579,Male,Oct.20,01.10.20,2020,2021,Running,30000,12,,,,,6,6,,90.9,6,10,16,2/21/2021,"Dipendra Chaulagain is a young entreprenuer of 25 years. He used to work as a tractor driver. Along with his uncle as a business partner, he introduced CSEB in his locality where all of the houses are prone to flood with a view to make a change in the locality and and also make a good living for himself and his family. "
Dam Singh Tamang,Ramechhap,Province 3 - Bagmati,Bagmati Province,DAG - Disadvantaged Groups,27.5099902,86.2930185,Male,Nov.20,01.11.20,2020,2021,Running,10000,4,,,,,2,2,,30.3,7,3,10,2/27/2021,Dam Singh Tamang is young and energetic entrepreneur. His main business is traditional farming. He have two other partners whose name are Bire Tamang and Furba Tamang. The three friends belongs to a backward community and decided to start producing CSEB to build low-cost houses in their area. 
Kamal Panta,Nawalparasi,Province 5,Lumbini Province,Entrepreneur,27.5843459,83.6870322,Male,Oct.20,01.10.20,2020,2021,Running,3000,1,,,,,0.5,0.5,,9.09,5,1,6,2/27/2021,Kamal Panta is energetic entrepreneur of 36 years from a middle class family. Kamal already had a hollow concrete block factory but wants to upgrade his business so that he can support his family with money. He decided to start producing CSEB as he saw a great market for low-cost housing in Nepal.
Raju Shrestha,Chitwan,Province 3 - Bagmati,Bagmati Province,Entrepreneur,27.6921846,84.4340172,Male,Nov.20,01.11.20,2020,2021,Running,2000,1,,,,,0.5,0.5,,6.06,5,1,6,2/27/2021,"Raju Shrestha, 54 got inspired after seeing the progress of another entrepreneur from Kalika Gaupalika. Raju Shrestha is a contractor, politician and also runs a hardware shop in the village. He first met our project representatives in Bharatpur where we invited all the potential entrepreneurs for a quick interaction about the feasibility of the business. He was impressed with the training and were very focused on quality. He has recently added a second machine in a different location and sees a very good future for Interlocking bricks in the coming days."
Chana Bahadur Gaha,Nawalparasi,Province 5,Lumbini Province,Returning Migrant,27.5960712,83.8632065,Male,Dec.20,01.12.20,2020,2021,Running,8000,3,,,,,1.5,1.5,,24.24,5,3,8,2/27/2021,"Chana Bahadur Gaha, 28 returned from Dubai and started looking for alternatives to start his own business. After consulting with his father, both of them decided to travel to Kathmandu to learn more and after a lot of careful consideration, started a CSEB production. They run the enterprise as a family business, Anishs mother and sister are also involved in the enterprise. Anish says that after he has started this, he is very confident that he doesn't wish to go abroad again and wants to establish his business here in Nepal."
Roshan Luhar,Kanchanpur,Province 7 - Sudurpashchim,Sudurpashchim Province,DAG - Disadvantaged Groups,28.98690491,80.16793198,Male,Nov.20,01.11.20,2020,2021,Running,8000,3,,,,,1.5,1.5,,24.24,6,3,9,2/23/2021,"Roshan Luhar is young and smart entrepreneur. He is from the agricultural sector and belongs to a backward community. Roshan and his team is happy on this CSEB technology, they said it is the best material to build houses both cheap and fast."
Madan Kumar Pradhan,Ilam,Province 1,Province No. 1,Youth Entrepreneur,26.8612417,88.1437782,Male,Nov.20,01.11.20,2020,2021,Running,3000,1,,,,,0.5,0.5,,9.09,5,1,6,2/25/2021,"Madan kumar Pradhan is young and smart entrepreneur. The background of entrepreneur is from transportation sector and has his own sumo taxi and works as driver. He believes the market for CSEB technology will grow as more people can see the new buildings made.<br />
"
Prithivi Bahadur Shahi,Kailali,Province 7 - Sudurpashchim,Sudurpashchim Province,Entrepreneur,28.627729,80.9650023,Male,Dec.20,01.12.20,2020,2021,Running,27000,11,,,,,5.5,5.5,,81.81,9,9,18,2/21/2021,"Prithivi Singh Sahi is young, energetic and optimistic entrepreneur. He is 37 years old with a business background. He is running a hardware store from before and since he is already supplying construction material from there he have a lot of contacts to sell his bricks. "
Pradip kumar Tharu,Bardiya,Province 5,Lumbini Province,Entrepreneur,28.4187006,81.1306391,Male,Nov.20,01.11.20,2020,2021,Running,20000,8,,,,,4,4,,60.6,9,6,15,2/24/2021,Pradip kumar Tharu wanted to start a small business so that he can support family with money and started researching different business ideas. Finally he found CSEB technology which is expanding rapidly in Western part of Nepal and started his enterprise seeing a great demand of low-cost bricks. 
